ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt,Morpheme_Gloss,Kinship_Gloss
peoc-varimanu-1,,peoc,aetobatusnarinarieagleray,vaRi manu,vaRi manu,v a ʀ i + m a n u,,Geraghty1990,,,^ v a R i + m a n u $,peoc,"_Aetobatus narinari_, eagle ray",false,false,,
kwaio-falimanu-1,,kwaio,mantaray,fali manu,fali manu,f a l i + m a n u,,,,,^ f a l i + m a n u $,default,manta ray,false,false,,
areare-harimanu-1,,areare,spottedeagleray,hari manu,hari manu,h a r i + m a n u,,,,,^ h a r i + m a n u $,default,spotted eagle ray,false,false,,
arosi-harimanu-1,,arosi,eagleray,hari manu,hari manu,h a r i + m a n u,,,,,^ h a r i + m a n u $,default,eagle ray,false,false,,
bauro-harimanu-1,,bauro,eagleray,hari manu,hari manu,h a r i + m a n u,,,,,^ h a r i + m a n u $,default,eagle ray,false,false,,
bauanfijian-vaimanu-1,,bauanfijian,skateorray,vai manu,vai manu,v a i + m a n u,,,,,^ v a i + m a n u $,default,skate or ray,false,false,,
ppn-faimanu-1,,ppn,aetobatusnarinarieagleray,fai-manu,fai-manu,f a i <<->> m a n u,,Hooper1994,,,^ f a i <-> m a n u $,ppn,"_Aetobatus narinari_, eagle ray",false,false,,
tongan-faimanu-1,,tongan,eagleray,fai manu,fai manu,f a i + m a n u,,,,,^ f a i + m a n u $,default,eagle ray,false,false,,
samoan-faimanu-1,,samoan,raysp,fai manu,fai manu,f a i + m a n u,,,,,^ f a i + m a n u $,default,ray sp.,false,false,,
tuvalu-faimanu-1,,tuvalu,spottedeagleray,fai manu,fai manu,f a i + m a n u,,,,,^ f a i + m a n u $,default,spotted eagle ray,false,false,,
kapingamarangi-haimanu-1,,kapingamarangi,aetobatisspeagleray,hai manu,hai manu,h a i + m a n u,,,,,^ h a i + m a n u $,default,"_Aetobatis_ sp., eagle ray",false,false,,
tahitian-faimanu-1,,tahitian,eagleray,fai manu,fai manu,f a i + m a n u,,,,,^ f a i + m a n u $,default,eagle ray,false,false,,
maori-whaimanu-1,,maori,eagleray,whai manu,whai manu,wh a i + m a n u,,,,,^ wh a i + m a n u $,default,eagle ray,false,false,,
pmp-kuraw-1,,pmp,ediblemarinefish,kuRaw,kuRaw,k u ʀ a w,,,,,^ k u R a w $,pmp,edible marine fish,false,false,,
poc-kuro-1,,poc,bonyfishprobablyalbula,kuRo,kuRo,k u ʀ o,,,,,^ k u R o $,poc,"bony fish, probably _Albula_",false,false,,
tolai-kura-1,,tolai,kofish,kura,kura,k u r a,,,,,^ k u r a $,default,k.o. fish,false,false,,
gela-gulo-1,,gela,kofish,gulo,gulo,g u l o,,,,,^ g u l o $,default,k.o. fish,false,false,,
nyelayu-yhu-1,,nyelayu,albulavulpes,yhu,yhu,y h u,,,,,^ y h u $,default,_Albula vulpes_,false,false,,
puluwatese-kuw-1,,puluwatese,kosmallfish,kuwɔ,kuwɔ,k u w ɔ,,,,,^ k u w ɔ $,default,k.o. small fish,false,false,,
rotuman-uo-1,,rotuman,albula,ʔuo,ʔuo,ʔ u o,,,,,^ ʔ u o $,default,_Albula_,false,false,,
bauanfijian-yawakio-1,,bauanfijian,albula,(yawa)kio,kio,k i o,,,,,^ k i o $,default,_Albula_,false,false,,
laueasternfijian-kikio-1,,laueasternfijian,albula,kikio,kikio,k i k i o,,,,,^ k i k i o $,default,_Albula_,false,false,,
ppn-kiokio-1,,ppn,albulavulpesbonefish,kiokio,kiokio,k i o k i o,,Hooper1994,,,^ k i o k i o $,ppn,"_Albula vulpes_, bonefish",false,false,,
tongan-kiokio-1,,tongan,albulavulpesbonefish,kio-kio,kio-kio,k i o k i o,,,,,^ k i o - k i o $,default,"_Albula vulpes_, bonefish",false,false,,
tokelauan-kiokio-1,,tokelauan,albulavulpesbonefish,kio-kio,kio-kio,k i o k i o,,,,,^ k i o - k i o $,default,"_Albula vulpes_, bonefish",false,false,,
tikopia-kiokio-1,,tikopia,chanoschanosmilkfish,kio-kio,kio-kio,k i o k i o,,,,,^ k i o - k i o $,default,"_Chanos chanos_, milkfish",false,false,,
mangareva-kiokio-1,,mangareva,albulavulpesbonefish,kio-kio,kio-kio,k i o k i o,,,,,^ k i o - k i o $,default,"_Albula vulpes_, bonefish",false,false,,
kove-koha-1,,kove,bonefish,koha,koha,k o h a,,,,,^ k o h a $,default,bonefish,false,false,,
pmp-bulanbulan-1,,pmp,awhitefishmegalopscyprinoides,bulan-bulan,bulan-bulan,b u l a n <<->> b u l a n,,Blust1995,,,^ b u l a n <-> b u l a n $,pmp,"a white fish, _Megalops cyprinoides_",false,false,,
poc-pupulan-1,,poc,bonyfishmegalopsalbulaspp,pu-pulan,pu-pulan,p u <<->> p u l a n,,,,,^ p u <-> p u l a n $,poc,"bony fish, _Megalops_, _Albula_ spp.",false,false,,
gitua-vuvula-1,,gitua,spottedherring,vu-vula,vu-vula,v u v u l a,,,,,^ v u - v u l a $,default,spotted herring,false,false,,
mutu-ublan-1,,mutu,herring,ublan,ublan,u b l a n,,,,,^ u b l a n $,default,herring,false,false,,
motu-huhula-1,,motu,fishsp,hu-hula,hu-hula,h u h u l a,,,,,^ h u - h u l a $,default,fish sp.,false,false,,
marovo-vulu-1,,marovo,albulavulpesbonefishfoundinmangrovepools,vulu,vulu,v u l u,,,,,^ v u l u $,default,"_Albula vulpes_, bonefish, found in mangrove pools",false,false,,
nemi-pulon-1,,nemi,megalopscyprinoides,pulōn,pulōn,p u l ō n,,,,,^ p u l ō n $,default,_Megalops cyprinoides_,false,false,,
iaai-hu-1,,iaai,albulavulpeslarge,hu,hu,h u,,,,,^ h u $,default,"_Albula vulpes_, large",false,false,,
pcp-vula-1,,pcp,megalops,vula,vula,v u l a,,Geraghty1994,,,^ v u l a $,pcp,Megalops,false,false,,
wayan-avula-1,,wayan,fishpossiblymegalopscyprinoides,(a)vula,vula,v u l a,,,,,^ v u l a $,default,"fish, possibly _Megalops cyprinoides_",false,false,,
bauanfijian-vuvula-1,,bauanfijian,megalopscyprinoideswhitebonytoeateasilychokespeople,vū-vula,vū-vula,v ū v u l a,,,,,^ v ū - v u l a $,default,"_Megalops cyprinoides_, white, bony to eat, easily chokes people",false,false,,
kadavu-vuvula-1,,kadavu,megalops,vū-vula,vū-vula,v ū v u l a,,,,,^ v ū - v u l a $,default,_Megalops_,false,false,,
nadroga-yavula-1,,nadroga,megalops,(ya)vula,vula,v u l a,,,,,^ v u l a $,default,_Megalops_,false,false,,
mokilese-pallau-1,,mokilese,tarpon,pallau,pallau,p a l l a u,,,,,^ p a l l a u $,default,tarpon,false,false,,
pmp-paya-1,,pmp,kosmallfishsardineoranchovy,paya,paya,p a y a,,Blust1995,,,^ p a y a $,pmp,"k.o. small fish, sardine or anchovy",false,false,,
poc-paya-1,,poc,kosmallfishsardineoranchovy,paya,paya,p a y a,,,,,^ p a y a $,poc,"k.o. small fish, sardine or anchovy",false,false,,
nyindrou-ba-1,,nyindrou,kosmallfish,ba,ba,b a,,,,,^ b a $,default,k.o. small fish,false,false,,
ponam-pa-1,,ponam,anchovy,pa,pa,p a,,,,,^ p a $,default,anchovy,false,false,,
gitua-paya-1,,gitua,anchovypilchard,paya,paya,p a y a,,,,,^ p a y a $,default,"anchovy, pilchard",false,false,,
mutu-pai-1,,mutu,anchovyspp,pai,pai,p a i,,,,,^ p a i $,default,anchovy spp.,false,false,,
manam-wayawaya-1,,manam,sardine,waya-waya,waya-waya,w a y a w a y a,,,,,^ w a y a - w a y a $,default,sardine,false,false,,
bunama-haya-1,,bunama,koanchovy,haya,haya,h a y a,,,,,^ h a y a $,default,k.o. anchovy,false,false,,
saliba-haya-1,,saliba,kofish,haya,haya,h a y a,,,,,^ h a y a $,default,k.o. fish,false,false,,
dobu-aaya-1,,dobu,koanchovy,(ʔa)aya,aya,a y a,,,,,^ a y a $,default,k.o. anchovy,false,false,,
kilivila-vaya-1,,kilivila,kofish,vaya,vaya,v a y a,,,,,^ v a y a $,default,k.o. fish,false,false,,
patpatar-haia-1,,patpatar,kofishsmallblack,haia,haia,h a i a,,,,,^ h a i a $,default,"k.o. fish, small, black",false,false,,
nehan-wai-1,,nehan,fishfryanchovy,wai,wai,w a i,,,,,^ w a i $,default,"fish fry, anchovy?",false,false,,
nemi-bac-1,,nemi,sardine,bac,bac,b a c,,,,,^ b a c $,default,sardine,false,false,,
nelemwa-ba-1,,nelemwa,sardine,ba,ba,b a,,,,,^ b a $,default,sardine,false,false,,
pcp-vaya-1,,pcp,kosmallschoolfish,vaya,vaya,v a y a,,,,,^ v a y a $,pcp,k.o. small school fish,false,false,,
bauanfijian-vaya-1,,bauanfijian,smallfishlikethedanivasimilartoasardinebutwitharedtail,vaya,vaya,v a y a,,,,,^ v a y a $,default,"small fish like the _daniva_ (similar to a sardine), but with a red tail",false,false,,
laueasternfijian-vaya-1,,laueasternfijian,thrissinabaelama,vaya,vaya,v a y a,,,,,^ v a y a $,default,_Thrissina baelama_,false,false,,
kadavu-vaya-1,,kadavu,koschoolfish,vaya,vaya,v a y a,,,,,^ v a y a $,default,k.o. school fish,false,false,,
samoan-fa-1,,samoan,megalopstarponfoundinmarshesandrivermouths,fā,fā,f ā,,,,,^ f ā $,default,"Megalops (tarpon), found in marshes and river mouths",false,false,,
poc-jaja-1,,poc,smallfishherringoranchovy,jaja,jaja,j a j a,,,,,^ j a j a $,poc,"small fish, herring or anchovy",false,false,,
bing-yiyzaz-1,,bing,kofishclupeidae,(yiy)zaz,zaz,z a z,,,,,^ z a z $,default,"k.o. fish, Clupeidae",false,false,,
pcp-aa-1,,pcp,spratelloidessp,ðaðā,ðaðā,ð a ð ā,,Geraghty1994,,,^ ð a ð ā $,pcp,_Spratelloides_ sp.,false,false,,
verata-aa-1,,verata,spratelloides,ðaða,ðaða,ð a ð a,,,,,^ ð a ð a $,default,_Spratelloides_,false,false,,
ppn-sasa-1,,ppn,anchovy,sasā,sasā,s a s ā,,,,,^ s a s ā $,ppn,anchovy,false,false,,
tongan-haha-1,,tongan,kosmallfishanchovy,hahā,hahā,h a h ā,,,,,^ h a h ā $,default,"k.o. small fish, anchovy",false,false,,
eastuvean-haha-1,,eastuvean,kofish,hahā,hahā,h a h ā,,,,,^ h a h ā $,default,k.o. fish,false,false,,
tokelauan-haha-1,,tokelauan,kosprat,hahā,hahā,h a h ā,,,,,^ h a h ā $,default,k.o. sprat,false,false,,
tikopia-sa-1,,tikopia,smallreeffishofanchovytype,sā,sā,s ā,,,,,^ s ā $,default,small reef fish of anchovy type,false,false,,
poc-tanipa-1,,poc,sardinellasppsardine,tanipa,tanipa,t a n i p a,,,,,^ t a n i p a $,poc,"Sardinella spp., sardine",false,false,,
loniu-tenih-1,,loniu,sardine,tenih,tenih,t e n i h,,,,,^ t e n i h $,default,sardine,false,false,,
nyindrou-dranip-1,,nyindrou,sardine,drañip,drañip,d r a ɲ i p,,,,,^ d r a ñ i p $,default,sardine,false,false,,
ponam-hanef-1,,ponam,anchovy,hañef,hañef,h a ɲ e f,,,,,^ h a ñ e f $,default,anchovy,false,false,,
bunama-tanihana-1,,bunama,koherring,taniha(na),taniha,t a n i h a,,Mueller1985,,,^ t a n i h a $,default,k.o. herring,false,false,,
kilivila-taninuva-1,,kilivila,sardine,taninuva,taninuva,t a n i n u v a,,,,,^ t a n i n u v a $,default,sardine,false,false,,
gumawana-taninava-1,,gumawana,goldspotherring,taninava,taninava,t a n i n a v a,,,,,^ t a n i n a v a $,default,goldspot herring,false,false,,
raga-tanive-1,,raga,hyperlophusvittatussandysprat,tanive,tanive,t a n i v e,,,,,^ t a n i v e $,default,"_Hyperlophus vittatus_, sandy sprat",false,false,,
tamambo-tanive-1,,tamambo,sardine,tanive,tanive,t a n i v e,,,,,^ t a n i v e $,default,sardine,false,false,,
uripiv-daniv-1,,uripiv,sardine,daniv,daniv,d a n i v,,,,,^ d a n i v $,default,sardine,false,false,,
puluwatese-hanif-1,,puluwatese,anchovy,hanif,hanif,h a n i f,,,,,^ h a n i f $,default,anchovy,false,false,,
chuukese-senif-1,,chuukese,herklotsichthysquadrimaculatusgoldspotherring,senif,senif,s e n i f,,,,,^ s e n i f $,default,"_Herklotsichthys quadrimaculatus_, goldspot herring",false,false,,
chuukese-senifana-1,,chuukese,sardine,senifana,senifana,s e n i f a n a,,,,,^ s e n i f a n a $,default,sardine,false,false,,
ponapean-saip-1,,ponapean,sardine,saip,saip,s a i p,,,,,^ s a i p $,default,sardine,false,false,,
pcp-taniva-1,,pcp,sardinella,taniva,taniva,t a n i v a,,Geraghty1994,,,^ t a n i v a $,pcp,Sardinella,false,false,,
nadroga-tanive-1,,nadroga,herklotsichthys,tanive,tanive,t a n i v e,,,,,^ t a n i v e $,default,_Herklotsichthys_,false,false,,
wayan-tanive-1,,wayan,genericforanumberofspeciesofsmallsardinelikefish,tanive,tanive,t a n i v e,,,,,^ t a n i v e $,default,generic for a number of species of small sardine-like fish,false,false,,
kadavu-daniva-1,,kadavu,schoolingfish,daniva,daniva,d a n i v a,,,,,^ d a n i v a $,default,schooling fish,false,false,,
ppn-tanifa-1,,ppn,fierceshark,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,ppn,fierce shark,false,false,,
tongan-tanifa-1,,tongan,kolargemaneatingshark,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,default,k.o. large man-eating shark,false,false,,
niuean-tenifa-1,,niuean,generalnameforshark,tenifa,tenifa,t e n i f a,,,,,^ t e n i f a $,default,general name for shark,false,false,,
eastuvean-tanifa-1,,eastuvean,koshark,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,default,k.o. shark,false,false,,
pukapukan-taniwa-1,,pukapukan,fierceshark,taniwa,taniwa,t a n i w a,,,,,^ t a n i w a $,default,fierce shark,false,false,,
samoan-tanifa-1,,samoan,largemaneatingshark,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,default,large man-eating shark,false,false,,
tahitian-tanifa-1,,tahitian,kofish,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,default,k.o. fish,false,false,,
maori-tanifa-1,,maori,sharkoranyformidablemarinecreature,tanifa,tanifa,t a n i f a,,,,,^ t a n i f a $,default,shark or any formidable marine creature,false,false,,
pcp-niva-1,,pcp,sardinellaspp,niva,niva,n i v a,,Geraghty1994,,,^ n i v a $,pcp,_Sardinella_ spp.,false,false,,
verata-niva-1,,verata,sardinellamelanurasardinellafijiense,niva,niva,n i v a,,,,,^ n i v a $,default,"_Sardinella melanura_, _Sardinella fijiense_",false,false,,
ovalau-niva-1,,ovalau,sardinellamelanurasfijiense,niva,niva,n i v a,,,,,^ n i v a $,default,"_Sardinella melanura_, _S.fijiense_",false,false,,
nadroga-nivenive-1,,nadroga,sardinellafijiense,nive-nive,nive-nive,n i v e n i v e,,,,,^ n i v e - n i v e $,default,_Sardinella fijiense_,false,false,,
ppn-nifa-1,,ppn,sardinellasp,nifa,nifa,n i f a,,Hooper1994,,,^ n i f a $,ppn,_Sardinella_ sp.,false,false,,
eastuvean-nifa-1,,eastuvean,kofish,nifa,nifa,n i f a,,,,,^ n i f a $,default,k.o. fish,false,false,,
tahitian-nifa-1,,tahitian,kospottedfish,nifa,nifa,n i f a,,,,,^ n i f a $,default,k.o. spotted fish,false,false,,
tuamotuan-nifa-1,,tuamotuan,juvenilealbula,nifa,nifa,n i f a,,,,,^ n i f a $,default,juvenile _Albula_,false,false,,
marquesan-nifa-1,,marquesan,sardinellamarquesensis,nifa,nifa,n i f a,,,,,^ n i f a $,default,_Sardinella marquesensis_,false,false,,
poc-karu-1,,poc,sardinellasardine,kʷaru,kʷaru,kʷ a r u,,,,,^ kʷ a r u $,poc,"_Sardinella_, sardine",false,false,,
titan-kal-1,,titan,sardine,kʷal,kʷal,kʷ a l,,,,,^ kʷ a l $,default,sardine,false,false,,
marovo-karumehe-1,,marovo,anchovyfoundinrivermouths,karu(mehe),karu,k a r u,,,,,^ k a r u $,default,"anchovy, found in river mouths",false,false,,
marshallese-karkar-1,,marshallese,sardine,kʷaṛᵚ-kʷaṛᵚ,kʷaṛᵚ-kʷaṛᵚ,kʷ a ṛᵚ kʷ a ṛᵚ,,,,,^ kʷ a ṛᵚ - kʷ a ṛᵚ $,default,sardine,false,false,,
poc-kepa-1,,poc,clupeidaeprobablysardinesp,kepʷa,kepʷa,k e pʷ a,,,,,^ k e pʷ a $,poc,"Clupeidae, probably sardine sp.",false,false,,
titan-kepai-1,,titan,sardinelikefish,kepai,kepai,k e p a i,,,,,^ k e p a i $,default,sardine-like fish,false,false,,
halia-kehokeho-1,,halia,darkbluesardine,keho-keho,keho-keho,k e h o k e h o,,,,,^ k e h o - k e h o $,default,dark blue sardine,false,false,,
marovo-kevo-1,,marovo,stolephorusspanchovy,kevo,kevo,k e v o,,,,,^ k e v o $,default,"_Stolephorus_ sp., anchovy",false,false,,
maringe-kefo-1,,maringe,sardine,kʰefo,kʰefo,kʰ e f o,,,,,^ kʰ e f o $,default,sardine,false,false,,
gela-kepo-1,,gela,herklotsichthysquadrimaculatusfourspotherring,kepo,kepo,k e p o,,,,,^ k e p o $,default,"_Herklotsichthys quadrimaculatus_, fourspot herring",false,false,,
lau-kefo-1,,lau,sardine,kefo,kefo,k e f o,,,,,^ k e f o $,default,sardine,false,false,,
nelemwa-heva-1,,nelemwa,sardine,heva,heva,h e v a,,,,,^ h e v a $,default,sardine,false,false,,
poc-saiwara-1,,poc,clupeidaesardineorherring,"s(a,i)waRa",swaRa,s w a ʀ a,,,,,^ s w a R a $,poc,"Clupeidae, sardine or herring",false,false,,
loniu-caway-1,,loniu,kosardineoranchovy,caway,caway,c a w a y,,,,,^ c a w a y $,default,k.o. sardine or anchovy,false,false,,
dobu-siwala-1,,dobu,goldspotherring,siwala,siwala,s i w a l a,,,,,^ s i w a l a $,default,gold-spot herring,false,false,,
molima-siwala-1,,molima,sardinefishwhichcomesinbolimanaswwindmayjunetime,siwala,siwala,s i w a l a,,,,,^ s i w a l a $,default,"sardine, fish which comes in _bolimana_ (SW wind = May-June) time",false,false,,
kilivila-lawiya-1,,kilivila,kofish,lawiya,lawiya,l a w i y a,,,,,^ l a w i y a $,default,k.o. fish,false,false,,
peoc-buma-1,,peoc,kofishpossiblysardine,buma,buma,b u m a,,,,,^ b u m a $,peoc,"k.o. fish, possibly sardine",false,false,,
maringe-buma-1,,maringe,ediblefishfrequentlytravelsinschools,buma,buma,b u m a,,,,,^ b u m a $,default,"edible fish, frequently travels in schools",false,false,,
bugotu-buma-1,,bugotu,sardine,buma,buma,b u m a,,,,,^ b u m a $,default,sardine,false,false,,
gela-buma-1,,gela,kofish,buma,buma,b u m a,,,,,^ b u m a $,default,k.o. fish,false,false,,
lau-buma-1,,lau,sardine,buma,buma,b u m a,,,,,^ b u m a $,default,sardine,false,false,,
arosi-buma-1,,arosi,sardinemanytaboosconnectedwithit,buma,buma,b u m a,,,,,^ b u m a $,default,"sardine, many taboos connected with it",false,false,,
areare-puma-1,,areare,kofish,puma,puma,p u m a,,,,,^ p u m a $,default,k.o. fish,false,false,,
luangiua-puma-1,,luangiua,kofish,puma,puma,p u m a,,,,,^ p u m a $,default,k.o. fish,false,false,,
neveei-nabu-1,,neveei,fishintermediatebetweensardineandmackerel,na-buŋ,na-buŋ,n a b u ŋ,,,,,^ n a - b u ŋ $,default,fish intermediate between sardine and mackerel,false,false,,
nati-nipu-1,,nati,mackerel,ni-ᵐpuŋ,ni-ᵐpuŋ,n i ⁿp u ŋ,,,,,^ n i - ᵐp u ŋ $,default,mackerel,false,false,,
southwestbay-nebu-1,,southwestbay,mackerel,ne-buŋ,ne-buŋ,n e b u ŋ,,,,,^ n e - b u ŋ $,default,mackerel,false,false,,
nese-nabuo-1,,nese,mackerel,na-buŋo,na-buŋo,n a b u ŋ o,,,,,^ n a - b u ŋ o $,default,mackerel,false,false,,
southefate-napum-1,,southefate,scombridae,na-pumʷ,na-pumʷ,n a p u mʷ,,,,,^ n a - p u mʷ $,default,Scombridae,false,false,,
anejom-naticpom-1,,anejom,scombridae,(na-tic)pom,pom,p o m,,,,,^ p o m $,default,Scombridae,false,false,,
nyelayu-bume-1,,nyelayu,komackerel,bume,bume,b u m e,,,,,^ b u m e $,default,k.o. mackerel,false,false,,
ba-bima-1,,ba,komiddlesizedmullet,bima,bima,b i m a,,,,,^ b i m a $,default,k.o. middle-sized mullet,false,false,,
pmp-qawaqawan-1,,pmp,chanoschanosmilkfish,"qawa, qawan",qawa,q a w a,,Blust2002,,,^ q a w a $,pmp,"_Chanos chanos_, milkfish",false,false,,
poc-qawaq-1,,poc,chanoschanosmilkfish,qawaq,qawaq,q a w a q,,,,,^ q a w a q $,poc,"_Chanos chanos_, milkfish",false,false,,
gedaged-an-1,,gedaged,whitemarinefishabout50cmlong,an,an,a n,,,,,^ a n $,default,white marine fish about 50 cm long,false,false,,
mutu-an-1,,mutu,chanoschanos,an,an,a n,,,,,^ a n $,default,_Chanos chanos_,false,false,,
gela-oa-1,,gela,namegiventobonefishandmilkfish,oā,oā,o ā,,,,,^ o ā $,default,name given to bonefish and milkfish,false,false,,
lau-haka-1,,lau,chanossp,hakʷa,hakʷa,h a kʷ a,,,,,^ h a kʷ a $,default,_Chanos_ sp.,false,false,,
areare-rawa-1,,areare,kofish,rawa,rawa,r a w a,,,,,^ r a w a $,default,k.o. fish,false,false,,
saa-sawa-1,,saa,freshwatermullet,sawa,sawa,s a w a,,,,,^ s a w a $,default,freshwater mullet,false,false,,
arosi-sawa-1,,arosi,mullet,sawa,sawa,s a w a,,,,,^ s a w a $,default,mullet,false,false,,
nyelayu-kuak-1,,nyelayu,adultmilkfish,kuak,kuak,k u a k,,,,,^ k u a k $,default,adult milkfish,false,false,,
nelemwa-kua-1,,nelemwa,adultmilkfish,kua,kua,k u a,,,,,^ k u a $,default,adult milkfish,false,false,,
nemi-nuhyaok-1,,nemi,juvenilemilkfish,nu-hyaok,nu-hyaok,n u h y a o k,,,,,^ n u - h y a o k $,default,juvenile milkfish,false,false,,
kiribati-baneawa-1,,kiribati,chanoschanos,(bane)awa,awa,a w a,,,,,^ a w a $,default,_Chanos chanos_,false,false,,
kiribati-awatai-1,,kiribati,adultmilkfish,awa(tai),awa,a w a,,,,,^ a w a $,default,adult milkfish,false,false,,
pcp-qawa-1,,pcp,chanos,qawa,qawa,q a w a,,Geraghty1994,,,^ q a w a $,pcp,Chanos,false,false,,
bauanfijian-yawa-1,,bauanfijian,milkfishchanoschanos,yawa,yawa,y a w a,,,,,^ y a w a $,default,"milkfish, _Chanos chanos_",false,false,,
wayan-awa-1,,wayan,kofishmorethanonemetrelongbonyfeedsinschoolsgoodeating,awa,awa,a w a,,,,,^ a w a $,default,"k.o. fish, more than one metre long, bony, feeds in schools, good eating",false,false,,
ppn-qawa-1,,ppn,chanoschanosmilkfishorsalmonherring,qawa,qawa,q a w a,,Hooper1994,,,^ q a w a $,ppn,"_Chanos chanos_, milkfish or salmon herring",false,false,,
tongan-ava-1,,tongan,kofish,ʔava,ʔava,ʔ a v a,,,,,^ ʔ a v a $,default,k.o. fish,false,false,,
samoan-ava-1,,samoan,largefishchanosspcaughtbytorchlight,ava,ava,a v a,,,,,^ a v a $,default,"large fish, _Chanos_ sp., caught by torchlight",false,false,,
tokelauan-ava-1,,tokelauan,milkfish,ava,ava,a v a,,,,,^ a v a $,default,milkfish,false,false,,
tuvalu-ava-1,,tuvalu,milkfish,ava,ava,a v a,,,,,^ a v a $,default,milkfish,false,false,,
tahitian-ava-1,,tahitian,milkfish,ava,ava,a v a,,,,,^ a v a $,default,milkfish,false,false,,
hawaiian-awa-1,,hawaiian,chanoschanosmilkfish,awa,awa,a w a,,,,,^ a w a $,default,"_Chanos chanos_, milkfish",false,false,,
arosi-awa-1,,arosi,kofish,ʔawa,ʔawa,ʔ a w a,,,,,^ ʔ a w a $,default,k.o. fish,false,false,,
kiribati-tawa-1,,kiribati,fryofmilkfish,tāwa,tāwa,t āw a,,,,,^ t āw a $,default,fry of milkfish,false,false,,
poc-kabora-1,,poc,plotosussppcatfish,kaboRa,kaboRa,k a b o ʀ a,,,,,^ k a b o R a $,poc,"_Plotosus_ spp., catfish",false,false,,
loniu-kopow-1,,loniu,catfishorcatfisheel,kopow,kopow,k o p o w,,,,,^ k o p o w $,default,catfish or catfish eel,false,false,,
gedaged-gabol-1,,gedaged,kofishto7cmusuallyinswarms,gabol̥,gabol̥,g a b o l̥,,,,,^ g a b o l̥ $,default,"k.o. fish, to 7cm, usually in swarms",false,false,,
misima-kaboiya-1,,misima,plotosuslineatusstripedcatfish,kaboiya,kaboiya,k a b o i y a,,,,,^ k a b o i y a $,default,"_Plotosus lineatus_, striped catfish",false,false,,
