ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt,Morpheme_Gloss,Kinship_Gloss
tikopia-fanau-1,,tikopia,givebirthbeborn,fanau,fanau,f a n a u,,,,,^ f a n a u $,default,give birth; be born,false,false,,
tuvalu-fanau-1,,tuvalu,setofsiblingsgivebirthbeborn,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,"set of siblings; give birth, be born",false,false,,
eastfutunan-fanau-1,,eastfutunan,offspringtobeborn,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,offspring; to be born,false,false,,
eastuvean-fanau-1,,eastuvean,offspring,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,offspring,false,false,,
hawaiian-hanau-1,,hawaiian,givebirthlayeggbornoffspring,hānau,hānau,h ā n a u,,,,,^ h ā n a u $,default,"give birth, lay (egg); born; offspring",false,false,,
maori-anau-1,,maori,extendedfamilyborngivebirth,ɸānau,ɸānau,ɸ ā n a u,,,,,^ ɸ ā n a u $,default,"extended family, born, give birth",false,false,,
ifiramele-fanau-1,,ifiramele,beargivebirth,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,"bear, give birth",false,false,,
tahitian-fanau-1,,tahitian,givebirthtobear,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,"give birth to, bear",false,false,,
takuu-fanau-1,,takuu,givebirthgroupofsiblings,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,give birth; group of siblings,false,false,,
tokelauan-fanau-1,,tokelauan,givebirthoffspringchildren,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,"give birth; offspring, children",false,false,,
tuamotuan-hanau-1,,tuamotuan,borntobegivebirthto,hānau,hānau,h ā n a u,,,,,^ h ā n a u $,default,"born, to be, give birth to",false,false,,
westuvean-fanau-1,,westuvean,bearchildren,fānau,fānau,f ā n a u,,,,,^ f ā n a u $,default,bear children,false,false,,
poc-pasusu-1,,poc,givebirth,pasu[su],pasu,p a s u,,,,,^ p a s u $,poc,give birth,false,false,,
lukep-pasui-1,,lukep,givebirth,pasui,pasui,p a s u i,,,,,^ p a s u i $,default,give birth,false,false,,
hote-vau-1,,hote,bearchildgivebirthbearfruit,vaðu,vaðu,v a ð u,,,,,^ v a ð u $,default,"bear child, give birth; bear fruit",false,false,,
tinputz-vahuh-1,,tinputz,givebirth,vahuh,vahuh,v a h u h,,,,,^ v a h u h $,default,give birth,false,false,,
teop-vahuhu-1,,teop,givebirth,vahuhu,vahuhu,v a h u h u,,,,,^ v a h u h u $,default,give birth,false,false,,
siar-asus-1,,siar,givebirth,asus,asus,a s u s,,,,,^ a s u s $,default,give birth,false,false,,
bugotu-vahu-2,,bugotu,bringforthgivebirthto,vahu,vahu,v a h u,,,,,^ v a h u $,default,"bring forth, give birth to",false,false,,
bugotu-vahuhu-1,,bugotu,begetofeitherparent,vahuhu,vahuhu,v a h u h u,,,,,^ v a h u h u $,default,beget (of either parent),false,false,,
gela-vahu-1,,gela,beargivebirthtobeborn,vahu,vahu,v a h u,,,,,^ v a h u $,default,"bear, give birth to; be born",false,false,,
gela-vahuhu-1,,gela,beborngivebirthto,vahuhu,vahuhu,v a h u h u,,,,,^ v a h u h u $,default,"be born, give birth to",false,false,,
tolo-vasu-1,,tolo,givebirthdeliverchildlayegg,vasu-,vasu-,v a s u,,,,,^ v a s u - $,default,"give birth, deliver (child), lay (egg)",false,false,,
tolo-vasusu-1,,tolo,givebirthdeliverachild,vasusu,vasusu,v a s u s u,,,,,^ v a s u s u $,default,"give birth, deliver a child",false,false,,
arosi-haasusu-1,,arosi,begetachildlayanegg,haʔa-susu,haʔa-susu,h a ʔ a s u s u,,,,,^ h a ʔ a - s u s u $,default,"beget a child, lay an egg",false,false,,
pncv-vasusu-1,,pncv,givebirthlayegg,va-susu,va-susu,v a <<->> s u s u,,Clark2009,,,^ v a <-> s u s u $,pncv,"give birth, lay egg",false,false,,
mota-vasus-1,,mota,givebirthsaidofbothsexes,vasus,vasus,v a s u s,,,,,^ v a s u s $,default,"give birth, said of both sexes",false,false,,
raga-bahuhu-1,,raga,bringforthyounglayeggs,bahuhu,bahuhu,b a h u h u,,,,,^ b a h u h u $,default,"bring forth young, lay eggs",false,false,,
paamese-vasu-1,,paamese,givebirth,vasu,vasu,v a s u,,,,,^ v a s u $,default,give birth,false,false,,
bauanfijian-vakasuu-1,,bauanfijian,bringforthyoung,vaka-suðu,vaka-suðu,v a k a s u ð u,,,,,^ v a k a - s u ð u $,default,bring forth young,false,false,,
wayan-vakasuu-1,,wayan,givebirth,vaka-suðu,vaka-suðu,v a k a s u ð u,,,,,^ v a k a - s u ð u $,default,give birth,false,false,,
poc-pusa-1,,poc,beborn,pusa,pusa,p u s a,,,,,^ p u s a $,poc,be born,false,false,,
manam-pura-1,,manam,babybeborncomearrive,pura,pura,p u r a,,,,,^ p u r a $,default,"(baby) be born; come, arrive",false,false,,
nakanai-taposa-1,,nakanai,tobeborn,(ta)posa,posa,p o s a,,,,,^ p o s a $,default,to be born,false,false,,
nakanai-taposala-1,,nakanai,birthofachild,(ta)posa(la),posa,p o s a,,,,,^ p o s a $,default,birth of a child,false,false,,
nehan-poha-1,,nehan,givebirthbeborn,poha,poha,p o h a,,,,,^ p o h a $,default,"give birth, be born",false,false,,
petats-posa-1,,petats,babybeborn,posa,posa,p o s a,,,,,^ p o s a $,default,(baby) be born,false,false,,
halia-posa-1,,halia,bearachildgivebirthlayanegg,posa,posa,p o s a,,,,,^ p o s a $,default,"bear a child, give birth, lay an egg",false,false,,
bugotu-vuha-1,,bugotu,bebornbeginbecomeappear,vuha,vuha,v u h a,,,,,^ v u h a $,default,"be born; begin, become, appear",false,false,,
gela-vuha-1,,gela,bebornbecome,vuha,vuha,v u h a,,,,,^ v u h a $,default,"be born, become",false,false,,
lengo-vua-1,,lengo,beborn,vuða,vuða,v u ð a,,,,,^ v u ð a $,default,be born,false,false,,
longgu-vuta-1,,longgu,beborn,vuta,vuta,v u t a,,,,,^ v u t a $,default,be born,false,false,,
lau-futa-1,,lau,bebornoriginatecreate,futa,futa,f u t a,,,,,^ f u t a $,default,"be born, originate, create",false,false,,
lau-futala-1,,lau,birth,futala,futala,f u t a l a,,,,,^ f u t a l a $,default,birth,false,false,,
baegu-futa-1,,baegu,linekin,futa,futa,f u t a,,,,,^ f u t a $,default,line/kin,false,false,,
saa-hute-1,,saa,beborn,hute,hute,h u t e,,,,,^ h u t e $,default,be born,false,false,,
kwaio-futa-1,,kwaio,bebornberelatedbykinshipappearcomeout,futa,futa,f u t a,,,,,^ f u t a $,default,"be born, be related by kinship; appear, come out",false,false,,
arosi-huta-1,,arosi,beborn,huta,huta,h u t a,,,,,^ h u t a $,default,be born,false,false,,
toabaita-futala-1,,toabaita,birth,futalā,futalā,f u t a l ā,,,,,^ f u t a l ā $,default,birth,false,false,,
toabaita-faafuta-1,,toabaita,bearachildgivebirth,faʔa-futa,faʔa-futa,f a ʔ a f u t a,,,,,^ f a ʔ a - f u t a $,default,"bear a child, give birth",false,false,,
toabaita-faafuta-2,,toabaita,bearachildgivebirth,faʔa-futā,faʔa-futā,f a ʔ a f u t ā,,,,,^ f a ʔ a - f u t ā $,default,"bear a child, give birth",false,false,,
lamasong-pasik-1,,lamasong,babybeborn,pasik,pasik,p a s i k,,,,,^ p a s i k $,default,(baby) be born,false,false,,
madak-pisik-1,,madak,babybeborn,pisik,pisik,p i s i k,,,,,^ p i s i k $,default,(baby) be born,false,false,,
bauanfijian-vusa-1,,bauanfijian,agrouptribeeitherofpeopleoranimalsetc,vusa,vusa,v u s a,,,,,^ v u s a $,default,"a group, tribe, either of people or animals etc.",false,false,,
poc-puta-1,,poc,babybeborn,puta,puta,p u t a,,,,,^ p u t a $,poc,(baby) be born,false,false,,
tangga-fut-1,,tangga,babybeborn,fut,fut,f u t,,,,,^ f u t $,default,(baby) be born,false,false,,
bilur-putai-1,,bilur,babybeborn,putai,putai,p u t a i,,,,,^ p u t a i $,default,(baby) be born,false,false,,
mwotlap-wt-1,,mwotlap,beborn,wɔt,wɔt,w ɔ t,,,,,^ w ɔ t $,default,be born,false,false,,
seimat-petpetipet-1,,seimat,beborn,"pet, petipet",pet,p e t,,,,,^ p e t $,default,be born,false,false,,
pmm-poda-1,,pmm,babybeborn,pʷoda,pʷoda,pʷ o d a,,,,,^ pʷ o d a $,default,(baby) be born,false,false,,
bulu-poda-1,,bulu,babybeborn,poda,poda,p o d a,,,,,^ p o d a $,default,(baby) be born,false,false,,
bola-poda-1,,bola,babybeborn,poda,poda,p o d a,,,,,^ p o d a $,default,(baby) be born,false,false,,
uruava-podo-1,,uruava,babybeborn,podo,podo,p o d o,,,,,^ p o d o $,default,(baby) be born,false,false,,
torau-podo-1,,torau,babybeborn,podo,podo,p o d o,,,,,^ p o d o $,default,(baby) be born,false,false,,
monoalu-poro-1,,monoalu,babybeborn,poro,poro,p o r o,,,,,^ p o r o $,default,(baby) be born,false,false,,
babatana-podo-1,,babatana,babybeborn,podo,podo,p o d o,,,,,^ p o d o $,default,(baby) be born,false,false,,
roviana-podo-1,,roviana,babybeborn,podo,podo,p o d o,,,,,^ p o d o $,default,(baby) be born,false,false,,
raga-vora-1,,raga,bebornhappenbecome,vora,vora,v o r a,,,,,^ v o r a $,default,"be born, happen, become",false,false,,
tamambo-vora-1,,tamambo,beborn,vora,vora,v o r a,,,,,^ v o r a $,default,be born,false,false,,
dobu-tubua-1,,dobu,beborn,tubua,tubua,t u b u a,,,,,^ t u b u a $,default,be born,false,false,,
bwaidoga-tubua-1,,bwaidoga,growlargeswell,tubuɣa,tubuɣa,t u b u ɣ a,,,,,^ t u b u ɣ a $,default,"grow large, swell",false,false,,
gapapaiwa-tupua-2,,gapapaiwa,beborn,tupua,tupua,t u p u a,,,,,^ t u p u a $,default,be born,false,false,,
mota-tobo-1,,mota,havethebellyfull,tobʷo,tobʷo,t o bʷ o,,,,,^ t o bʷ o $,default,have the belly full,false,false,,
portsandwich-rub-1,,portsandwich,grow,ruᵐb,ruᵐb,r uᵐ b,,,,,^ r uᵐ b $,default,grow,false,false,,
anejom-atop-1,,anejom,growswellup,a-topʷ,a-topʷ,a t o pʷ,,,,,^ a - t o pʷ $,default,"grow, swell up",false,false,,
pmic-tiupu-1,,pmic,bebornbearyoung,"t(i,u)pʷu",tpʷu,t pʷ u,,,,,^ t pʷ u $,pmic,"be born, bear young",false,false,,
mortlockese-uputiw-1,,mortlockese,beborn,upʷu(tiw),upʷu,u pʷ u,,,,,^ u pʷ u $,default,be born,false,false,,
puluwatese-wuputiw-1,,puluwatese,beborn,wupʷu(tiw),wupʷu,w u pʷ u,,,,,^ w u pʷ u $,default,be born,false,false,,
carolinian-ubutiu-1,,carolinian,beborn,ubʷu(tiu),ubʷu,u bʷ u,,,,,^ u bʷ u $,default,be born,false,false,,
satawalese-uputo-1,,satawalese,beborn,upʷu(to),upʷu,u pʷ u,,,,,^ u pʷ u $,default,be born,false,false,,
woleaian-suu-1,,woleaian,beborn,suɸʷu,suɸʷu,s u ɸʷ u,,,,,^ s u ɸʷ u $,default,be born,false,false,,
rotuman-fupu-1,,rotuman,growincrease,fupu,fupu,f u p u,,,,,^ f u p u $,default,"grow, increase",false,false,,
ppn-tupu-1,,ppn,grow,tupu,tupu,t u p u,,,,,^ t u p u $,ppn,grow,false,false,,
tongan-tupu-1,,tongan,growuporiginateincreaseinsize,tupu,tupu,t u p u,,,,,^ t u p u $,default,"grow up, originate, increase in size",false,false,,
niuean-tupu-1,,niuean,growsproutbedescendedfrom,tupu,tupu,t u p u,,,,,^ t u p u $,default,"grow, sprout; be descended from",false,false,,
samoan-tupu-1,,samoan,grow,tupu,tupu,t u p u,,,,,^ t u p u $,default,grow,false,false,,
tikopia-tupu-1,,tikopia,grow,tupu,tupu,t u p u,,,,,^ t u p u $,default,grow,false,false,,
maori-tupu-1,,maori,growspringissuebegin,tupu,tupu,t u p u,,,,,^ t u p u $,default,"grow; spring, issue, begin",false,false,,
pmp-paan-1,,pmp,eat,paŋan,paŋan,p a ŋ a n,,,,,^ p a ŋ a n $,pmp,eat,false,false,,
poc-paan-1,,poc,eat,paŋan,paŋan,p a ŋ a n,,,,,^ p a ŋ a n $,poc,eat,false,false,,
poc-paapaan-1,,poc,sharp,[pa[ŋa]]-paŋan,-paŋan,<<->> p a ŋ a n,,,,,^ <-> p a ŋ a n $,poc,sharp,false,false,,
sobei-pana-1,,sobei,eat,pana,pana,p a n a,,,,,^ p a n a $,default,eat,false,false,,
lavongai-aan-1,,lavongai,eat,aŋan,aŋan,a ŋ a n,,,,,^ a ŋ a n $,default,eat,false,false,,
lavongai-aaan-1,,lavongai,sharp,aŋ-aŋan,aŋ-aŋan,a ŋ a ŋ a n,,,,,^ a ŋ - a ŋ a n $,default,sharp,false,false,,
tigak-an-1,,tigak,eat,ŋan,ŋan,ŋ a n,,,,,^ ŋ a n $,default,eat,false,false,,
tigak-aan-1,,tigak,sharp,ŋa-ŋan,ŋa-ŋan,ŋ a ŋ a n,,,,,^ ŋ a - ŋ a n $,default,sharp,false,false,,
karaeast-faan-1,,karaeast,eat,faŋan,faŋan,f a ŋ a n,,,,,^ f a ŋ a n $,default,eat,false,false,,
karaeast-pafaan-1,,karaeast,sharp,(pa)faŋan,faŋan,f a ŋ a n,,,,,^ f a ŋ a n $,default,sharp,false,false,,
karawest-faan-1,,karawest,eat,faŋan,faŋan,f a ŋ a n,,,,,^ f a ŋ a n $,default,eat,false,false,,
tiang-an-1,,tiang,eat,ŋan,ŋan,ŋ a n,,,,,^ ŋ a n $,default,eat,false,false,,
tiang-aaan-1,,tiang,sharp,aŋ-aŋan,aŋ-aŋan,a ŋ a ŋ a n,,,,,^ a ŋ - a ŋ a n $,default,sharp,false,false,,
nalik-faan-1,,nalik,eat,faŋan,faŋan,f a ŋ a n,,,,,^ f a ŋ a n $,default,eat,false,false,,
notsi-aan-1,,notsi,eat,aŋan,aŋan,a ŋ a n,,,,,^ a ŋ a n $,default,eat,false,false,,
notsi-aen-1,,notsi,sharp,aŋen,aŋen,a ŋ e n,,,,,^ a ŋ e n $,default,sharp,false,false,,
kandas-uaon-1,,kandas,eatsharp,uaŋon,uaŋon,u a ŋ o n,,,,,^ u a ŋ o n $,default,eat; sharp,false,false,,
ramoaaina-wan-1,,ramoaaina,eat,wəŋan,wəŋan,w ə ŋ a n,,,,,^ w ə ŋ a n $,default,eat,false,false,,
siar-aan-1,,siar,eat,aŋan,aŋan,a ŋ a n,,,,,^ a ŋ a n $,default,eat,false,false,,
bugotu-vaa-1,,bugotu,eat,vaŋa,vaŋa,v a ŋ a,,,,,^ v a ŋ a $,default,eat,false,false,,
bugotu-vavaa-1,,bugotu,sharp,vā-vaŋa,vā-vaŋa,v ā v a ŋ a,,,,,^ v ā - v a ŋ a $,default,sharp,false,false,,
gela-vaa-1,,gela,eathaveamealfoodproperlyvegetablefood,vaŋa,vaŋa,v a ŋ a,,,,,^ v a ŋ a $,default,"eat, have a meal; food, properly vegetable food",false,false,,
gela-vavaa-1,,gela,fruitmolluscinitsshell,va-vaŋa,va-vaŋa,v a v a ŋ a,,,,,^ v a - v a ŋ a $,default,fruit; mollusc in its shell,false,false,,
gela-vavaalua-1,,gela,sharpensharp,va-vaŋa-lua,va-vaŋa-lua,v a v a ŋ a l u a,,,,,^ v a - v a ŋ a - l u a $,default,"sharpen, sharp",false,false,,
westguadalcanal-vavaa-1,,westguadalcanal,sharp,va-vaŋa,va-vaŋa,v a v a ŋ a,,,,,^ v a - v a ŋ a $,default,sharp,false,false,,
talise-vavaa-1,,talise,sharp,va-vaŋa,va-vaŋa,v a v a ŋ a,,,,,^ v a - v a ŋ a $,default,sharp,false,false,,
birao-vaavaa-1,,birao,sharp,vaŋa-vaŋa,vaŋa-vaŋa,v a ŋ a v a ŋ a,,,,,^ v a ŋ a - v a ŋ a $,default,sharp,false,false,,
malango-vavaa-1,,malango,sharp,va-vaŋa,va-vaŋa,v a v a ŋ a,,,,,^ v a - v a ŋ a $,default,sharp,false,false,,
lengo-vaa-1,,lengo,eat,vaŋa,vaŋa,v a ŋ a,,,,,^ v a ŋ a $,default,eat,false,false,,
longgu-vaa-1,,longgu,eat,vaŋa,vaŋa,v a ŋ a,,,,,^ v a ŋ a $,default,eat,false,false,,
lau-faa-1,,lau,eathaveameal,faŋa,faŋa,f a ŋ a,,,,,^ f a ŋ a $,default,"eat, have a meal",false,false,,
toabaita-faa-1,,toabaita,eat,faŋa,faŋa,f a ŋ a,,,,,^ f a ŋ a $,default,eat,false,false,,
baegu-faa-1,,baegu,eat,faŋa-,faŋa-,f a ŋ a,,,,,^ f a ŋ a - $,default,eat,false,false,,
kwaraae-ho-1,,kwaraae,eat,hoŋ,hoŋ,h o ŋ,,,,,^ h o ŋ $,default,eat,false,false,,
langalanga-fana-1,,langalanga,eat,fana,fana,f a n a,,,,,^ f a n a $,default,eat,false,false,,
areare-hanaha-1,,areare,eat,hana(ha),hana,h a n a,,,,,^ h a n a $,default,eat,false,false,,
arosi-haani-1,,arosi,feedapetadoptedanimal,haŋan-i,haŋan-i,h a ŋ a n i,,,,,^ h a ŋ a n - i $,default,"feed; a pet, adopted animal",false,false,,
asuboa-vevee-1,,asuboa,eat,veveŋe,veveŋe,v e v e ŋ e,,,,,^ v e v e ŋ e $,default,eat,false,false,,
burna-voo-1,,burna,eat,voŋo,voŋo,v o ŋ o,,,,,^ v o ŋ o $,default,eat,false,false,,
sye-va-1,,sye,eat,vaŋ,vaŋ,v a ŋ,,,,,^ v a ŋ $,default,eat,false,false,,
ura-eve-1,,ura,eat,e-veŋ,e-veŋ,e v e ŋ,,,,,^ e - v e ŋ $,default,eat,false,false,,
lenakel-aun-1,,lenakel,eat,a-uŋən,a-uŋən,a u ŋ ə n,,,,,^ a - u ŋ ə n $,default,eat,false,false,,
anejom-ha-1,,anejom,eat,haŋ,haŋ,h a ŋ,,,,,^ h a ŋ $,default,eat,false,false,,
pmp-kaen-1,,pmp,eat,kaen,kaen,k a e n,,Blust1995,,,^ k a e n $,pmp,eat,false,false,,
poc-kani-1,,poc,eatststarchyeatingeneral,kani[-],kani,k a n i,,,,,^ k a n i $,poc,"eat (s.t. starchy), eat (in general)",false,false,,
seimat-ani-1,,seimat,eat,ani-,ani-,a n i,,,,,^ a n i - $,default,eat,false,false,,
loniu-yani-1,,loniu,eat,yani-,yani-,y a n i,,,,,^ y a n i - $,default,eat,false,false,,
kove-ani-1,,kove,eat,-ani,-ani,a n i,,,,,^ - a n i $,default,eat,false,false,,
bariai-an-1,,bariai,eat,-an,-an,a n,,,,,^ - a n $,default,eat,false,false,,
kilenge-kan-1,,kilenge,eat,-kan,-kan,k a n,,,,,^ - k a n $,default,eat,false,false,,
sio-kan-1,,sio,burn,-kan,-kan,k a n,,,,,^ - k a n $,default,burn,false,false,,
sio-kanao-1,,sio,meat,kana(ŋo),kana,k a n a,,,,,^ k a n a $,default,meat,false,false,,
sio-iika-1,,sio,eat,(i-i)ka,ka,k a,,,,,^ k a $,default,eat,false,false,,
barim-kan-1,,barim,eatburn,-kan,-kan,k a n,,,,,^ - k a n $,default,"eat, burn",false,false,,
lukep-kansu-1,,lukep,eat,-kan(su),-kan,k a n,,,,,^ - k a n $,default,eat,false,false,,
lukep-kani-1,,lukep,yam,kani(ŋ),kani,k a n i,,,,,^ k a n i $,default,yam,false,false,,
malasanga-kan-1,,malasanga,eat,-kan,-kan,k a n,,,,,^ - k a n $,default,eat,false,false,,
mato-an-1,,mato,eat,ʔan,ʔan,ʔ a n,,,,,^ ʔ a n $,default,eat,false,false,,
roinji-a-1,,roinji,eat,ɣaŋ,ɣaŋ,ɣ a ŋ,,,,,^ ɣ a ŋ $,default,eat,false,false,,
bing-a-1,,bing,eat,aŋ,aŋ,a ŋ,,,,,^ a ŋ $,default,eat,false,false,,
gedaged-ani-1,,gedaged,eat,ani-,ani-,a n i,,,,,^ a n i - $,default,eat,false,false,,
takia-ani-1,,takia,eat,-ani,-ani,a n i,,,,,^ - a n i $,default,eat,false,false,,
medebur-kan-1,,medebur,eat,-kan,-kan,k a n,,,,,^ - k a n $,default,eat,false,false,,
wogeo-ekakabakan-1,,wogeo,eat,(e-kakaba)kan,kan,k a n,,,,,^ k a n $,default,eat,false,false,,
kis-ani-1,,kis,eat,ani,ani,a n i,,,,,^ a n i $,default,eat,false,false,,
kairiru-qan-1,,kairiru,eat,qan,qan,q a n,,,,,^ q a n $,default,eat,false,false,,
ulausuain-yan-1,,ulausuain,eat,(y)an,an,a n,,,,,^ a n $,default,eat,false,false,,
sissano-a-1,,sissano,eat,ʔaɲ,ʔaɲ,ʔ a ɲ,,,,,^ ʔ a ɲ $,default,eat,false,false,,
sera-ai-1,,sera,eat,-ʔaiŋ,-ʔaiŋ,ʔ a i ŋ,,,,,^ - ʔ a i ŋ $,default,eat,false,false,,
kilivila-kam-1,,kilivila,eat,kam,kam,k a m,,,,,^ k a m $,default,eat,false,false,,
motu-ani-1,,motu,eatst,ani-,ani-,a n i,,,,,^ a n i - $,default,eat s.t.,false,false,,
motu-aniani-1,,motu,eatfood,ani-ani,ani-ani,a n i a n i,,,,,^ a n i - a n i $,default,eat; food,false,false,,
lala-ani-1,,lala,eat,ani,ani,a n i,,,,,^ a n i $,default,eat,false,false,,
sinaugoro-ani-1,,sinaugoro,eatst,ɣani-,ɣani-,ɣ a n i,,,,,^ ɣ a n i - $,default,eat s.t.,false,false,,
vitu-ani-1,,vitu,eat,ɣani,ɣani,ɣ a n i,,,,,^ ɣ a n i $,default,eat,false,false,,
bali-ani-1,,bali,eatdogbite,ɣani,ɣani,ɣ a n i,,,,,^ ɣ a n i $,default,eat; (dog) bite,false,false,,
bola-kani-1,,bola,eatdogbite,kani,kani,k a n i,,,,,^ k a n i $,default,eat; (dog) bite,false,false,,
harua-kani-1,,harua,eat,kani,kani,k a n i,,,,,^ k a n i $,default,eat,false,false,,
nakanai-alali-1,,nakanai,eat,al-ali,al-ali,a l a l i,,,,,^ a l - a l i $,default,eat,false,false,,
meramera-ani-1,,meramera,eat,ʔani,ʔani,ʔ a n i,,,,,^ ʔ a n i $,default,eat,false,false,,
sursurunga-ani-1,,sursurunga,eat,ani,ani,a n i,,,,,^ a n i $,default,eat,false,false,,
madak-an-1,,madak,eat,an,an,a n,,,,,^ a n $,default,eat,false,false,,
madak-anan-1,,madak,sharp,an-an,an-an,a n a n,,,,,^ a n - a n $,default,sharp,false,false,,
barok-yan-1,,barok,eat,yan,yan,y a n,,,,,^ y a n $,default,eat,false,false,,
barok-aan-1,,barok,sharp,a-an,a-an,a a n,,,,,^ a - a n $,default,sharp,false,false,,
tolai-an-1,,tolai,eat,an,an,a n,,,,,^ a n $,default,eat,false,false,,
ramoaaina-an-1,,ramoaaina,eatst,an,an,a n,,,,,^ a n $,default,eat s.t.,false,false,,
tomoip-han-1,,tomoip,eat,han,han,h a n,,,,,^ h a n $,default,eat,false,false,,
nehan-en-1,,nehan,eat,en,en,e n,,,,,^ e n $,default,eat,false,false,,
taiof-ai-1,,taiof,eat,aŋi,aŋi,a ŋ i,,,,,^ a ŋ i $,default,eat,false,false,,
teop-an-1,,teop,eat,an,an,a n,,,,,^ a n $,default,eat,false,false,,
papapana-ani-1,,papapana,eat,ani,ani,a n i,,,,,^ a n i $,default,eat,false,false,,
uruava-ana-1,,uruava,eatdrink,ana,ana,a n a,,,,,^ a n a $,default,eat; drink,false,false,,
torau-ani-1,,torau,eatdrinksharp,ani,ani,a n i,,,,,^ a n i $,default,eat; drink; sharp,false,false,,
monoalu-a-1,,monoalu,eat,aŋ,aŋ,a ŋ,,,,,^ a ŋ $,default,eat,false,false,,
lungga-aani-1,,lungga,eat,ɣa-ɣani,ɣa-ɣani,ɣ a ɣ a n i,,,,,^ ɣ a - ɣ a n i $,default,eat,false,false,,
lungga-ani-1,,lungga,sharp,ɣani,ɣani,ɣ a n i,,,,,^ ɣ a n i $,default,sharp,false,false,,
roviana-ania-1,,roviana,eat,ɣani-a,ɣani-a,ɣ a n i a,,,,,^ ɣ a n i - a $,default,eat,false,false,,
kia-anini-1,,kia,bite,ɣani-ni,ɣani-ni,ɣ a n i n i,,,,,^ ɣ a n i - n i $,default,bite,false,false,,
gela-ani-1,,gela,eatst,ɣani,ɣani,ɣ a n i,,,,,^ ɣ a n i $,default,eat s.t.,false,false,,
bugotu-ani-1,,bugotu,eat,ɣani,ɣani,ɣ a n i,,,,,^ ɣ a n i $,default,eat,false,false,,
birao-hania-1,,birao,eat,hani-a,hani-a,h a n i a,,,,,^ h a n i - a $,default,eat,false,false,,
kwaraae-en-1,,kwaraae,eatst,ʔen,ʔen,ʔ e n,,,,,^ ʔ e n $,default,eat s.t.’,false,false,,
lau-ania-1,,lau,eatst,ʔani-a,ʔani-a,ʔ a n i a,,,,,^ ʔ a n i - a $,default,eat s.t.,false,false,,
kwaio-ania-1,,kwaio,eatst,ʔani-a,ʔani-a,ʔ a n i a,,,,,^ ʔ a n i - a $,default,eat s.t.,false,false,,
toabaita-ania-1,,toabaita,eatst,ʔani-a,ʔani-a,ʔ a n i a,,,,,^ ʔ a n i - a $,default,eat s.t.,false,false,,
asuboa-ka-1,,asuboa,eatst,ka,ka,k a,,,,,^ k a $,default,eat s.t.,false,false,,
burna-e-1,,burna,eatst,e,e,e,,,,,^ e $,default,eat s.t.,false,false,,
mota-an-1,,mota,eat,ɣan,ɣan,ɣ a n,,,,,^ ɣ a n $,default,eat,false,false,,
tamambo-ani-1,,tamambo,eatst,ɣani-,ɣani-,ɣ a n i,,,,,^ ɣ a n i - $,default,eat s.t.,false,false,,
tamambo-aniani-1,,tamambo,eat,ɣani-ɣani,ɣani-ɣani,ɣ a n i ɣ a n i,,,,,^ ɣ a n i - ɣ a n i $,default,eat,false,false,,
bignambas-xan-1,,bignambas,eatsharp,xan,xan,x a n,,,,,^ x a n $,default,eat; sharp,false,false,,
southwestbay-an-1,,southwestbay,eat,ʔan,ʔan,ʔ a n,,,,,^ ʔ a n $,default,eat,false,false,,
southwestbay-kanakan-1,,southwestbay,sharp,(kana)kan,kan,k a n,,,,,^ k a n $,default,sharp,false,false,,
portsandwich-xani-1,,portsandwich,eat,xani,xani,x a n i,,,,,^ x a n i $,default,eat,false,false,,
portsandwich-kan-1,,portsandwich,sharp,kan,kan,k a n,,,,,^ k a n $,default,sharp,false,false,,
nakanamanga-kani-1,,nakanamanga,eat,kani,kani,k a n i,,,,,^ k a n i $,default,eat,false,false,,
sye-eni-1,,sye,eatst,eni,eni,e n i,,,,,^ e n i $,default,eat s.t.,false,false,,
ura-eni-1,,ura,eatst,eni,eni,e n i,,,,,^ e n i $,default,eat s.t.,false,false,,
lenakel-kn-1,,lenakel,eatst,kən,kən,k ə n,,,,,^ k ə n $,default,eat s.t.,false,false,,
kwamera-ani-1,,kwamera,eat,ani,ani,a n i,,,,,^ a n i $,default,eat,false,false,,
anejom-i-1,,anejom,eatst,ɣiɲ,ɣiɲ,ɣ i ɲ,,,,,^ ɣ i ɲ $,default,eat s.t.,false,false,,
vohkone-cani-1,,vohkone,eatstarchyfood,cani,cani,c a n i,,,,,^ c a n i $,default,eat starchy food,false,false,,
xaracuu-k-1,,xaracuu,eatstarchyfood,kɛ̃,kɛ̃,k ɛ̃,,,,,^ k ɛ̃ $,default,eat starchy food,false,false,,
iaai-han-1,,iaai,eat,han,han,h a n,,,,,^ h a n $,default,eat,false,false,,
pmic-kai-1,,pmic,eatst,kaŋi-,kaŋi-,k a ŋ i <<->>,,,,,^ k a ŋ i <-> $,pmic,eat (s.t.),false,false,,
